epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,2238.69,0.33991,0.27366,0.81716,0.9916,0.9019,0.93461,0.8691,0.40119,0.35799,0.85433,0.000230077,0.000230077,0.000230077
79,2266.3,0.34145,0.27824,0.82168,0.96497,0.91509,0.94169,0.87483,0.40006,0.33758,0.85581,0.000220078,0.000220078,0.000220078
80,2293.67,0.33461,0.26063,0.8122,0.98887,0.90011,0.94682,0.88235,0.39082,0.34166,0.85025,0.000210079,0.000210079,0.000210079
81,2321.29,0.33667,0.2674,0.82149,0.9757,0.9152,0.94007,0.88666,0.36584,0.35097,0.84025,0.00020008,0.00020008,0.00020008
82,2348.86,0.32926,0.25891,0.80723,0.9809,0.90575,0.94666,0.87895,0.38509,0.34911,0.85077,0.000190081,0.000190081,0.000190081
83,2376.18,0.32439,0.25783,0.81818,0.97845,0.91589,0.94012,0.88309,0.38084,0.3357,0.84289,0.000180082,0.000180082,0.000180082
84,2403.35,0.32779,0.26178,0.81612,0.97657,0.91872,0.9398,0.87716,0.3716,0.33714,0.84288,0.000170083,0.000170083,0.000170083
85,2430.67,0.30446,0.24105,0.81051,0.98337,0.90643,0.94327,0.8854,0.36113,0.32206,0.83275,0.000160084,0.000160084,0.000160084
86,2459.08,0.32533,0.24333,0.82673,0.97046,0.91215,0.94389,0.88816,0.36262,0.32098,0.83217,0.000150085,0.000150085,0.000150085
87,2486.41,0.31217,0.24554,0.8167,0.98414,0.90687,0.94299,0.88845,0.36798,0.31233,0.84109,0.000140086,0.000140086,0.000140086
88,2513.64,0.30677,0.24353,0.8042,0.97219,0.90692,0.94152,0.88918,0.36577,0.32054,0.84006,0.000130087,0.000130087,0.000130087
89,2540.86,0.2985,0.22892,0.80712,0.97967,0.90879,0.94157,0.88426,0.3739,0.33281,0.83999,0.000120088,0.000120088,0.000120088
90,2571,0.2961,0.22757,0.80073,0.94885,0.92023,0.94246,0.89001,0.36925,0.32793,0.83856,0.000110089,0.000110089,0.000110089
91,2622.22,0.27928,0.21176,0.79333,0.98268,0.90298,0.94266,0.88846,0.3638,0.32647,0.83762,0.00010009,0.00010009,0.00010009
92,2798.24,0.2709,0.21226,0.79041,0.9939,0.89974,0.94087,0.89032,0.36504,0.31974,0.8354,9.0091e-05,9.0091e-05,9.0091e-05
93,2824.66,0.28377,0.21243,0.79492,0.98391,0.90457,0.93995,0.89203,0.35476,0.3169,0.82986,8.0092e-05,8.0092e-05,8.0092e-05
94,2851.2,0.27139,0.21029,0.79352,0.99283,0.90032,0.94247,0.89076,0.36083,0.32104,0.83001,7.0093e-05,7.0093e-05,7.0093e-05
95,2877.69,0.26179,0.20291,0.78278,0.97945,0.90759,0.94238,0.89034,0.35952,0.32668,0.82741,6.0094e-05,6.0094e-05,6.0094e-05
96,2904.36,0.26003,0.20742,0.78152,0.96672,0.91773,0.94269,0.89208,0.35405,0.31675,0.82709,5.0095e-05,5.0095e-05,5.0095e-05
97,2931.03,0.25613,0.20283,0.78417,0.98714,0.90825,0.9451,0.89495,0.34934,0.31207,0.82516,4.0096e-05,4.0096e-05,4.0096e-05
98,2957.92,0.25215,0.20078,0.79006,0.98741,0.90744,0.94596,0.89187,0.35189,0.31111,0.82903,3.0097e-05,3.0097e-05,3.0097e-05
99,2984.59,0.26052,0.20433,0.78183,0.98779,0.903,0.94712,0.89268,0.35319,0.31196,0.82925,2.0098e-05,2.0098e-05,2.0098e-05
100,3012.01,0.25096,0.196,0.78528,0.98181,0.90879,0.94718,0.89446,0.3511,0.30926,0.82933,1.0099e-05,1.0099e-05,1.0099e-05
